type,title,release_year,duration,listed_in,description
Movie,The Crying Game,1992,112 min,Thrillers,"IRA terrorist Fergus bonds with his prisoner, Jody. Jody tells Fergus of his girlfriend, Dil, with whom Fergus later falls in love."
Movie,The Drowning,2016,99 min,Thrillers,"Child psychologist Tom Seymour's testimony helped convict a boy of murder. Years later, their paths cross again, raising uncomfortable questions."
Movie,The Roommate,2011,91 min,Thrillers,"While acclimating to campus life, college freshman Sara begins to realize that her new roommate, Rebecca, is becoming obsessed with her."
Movie,The Rover,2014,103 min,Thrillers,"Set in a chaotic future, this Outback saga follows loner Eric's brutal ordeal when a criminal gang takes his car and leaves him nowhere with nothing."
Movie,The Signal,2014,97 min,Thrillers,"During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert."
Movie,The Student,2017,90 min,Thrillers,"When a law professor fails an ambitious student for academic dishonesty, he goes to terrifying lengths to seek revenge for more than just his grade."
Movie,The Trigger Effect,1996,94 min,Thrillers,"When a power failure throws their suburban town into chaos, Matthew and his wife stoop to desperate measures to secure medication for their child."
Movie,The Trust,2015,91 min,Thrillers,"Discovering the location of a vault where a drug ring keeps its riches, two run-of-the-mill Las Vegas cops hatch a dicey plan to burgle it."
Movie,The Wrong Babysitter,2017,89 min,Thrillers,"A widow searches for her missing teenage daughter, not knowing that her seemingly helpful neighbor is hiding a terrible secret."
Movie,Transcendence,2014,119 min,Thrillers,Two computer scientists work to achieve technological singularity to create a world where computers can transcend the abilities of the human brain.
Movie,Trip to Bhangarh: Asia's Most Haunted Place,2014,113 min,Thrillers,"To amuse themselves, six college friends decide to pay a visit to a fortress believed by some to be the most haunted place in Asia."
Movie,Two Graves,2018,80 min,Thrillers,"A doctor and a drug addict kidnap the son of a local gangster, seeking revenge for the death of a loved one."
Movie,Unruly Friends,2011,83 min,Thrillers,A young woman discovers that familial and psychological traumas can be difficult to leave behind.
Movie,We Belong Together,2018,83 min,Thrillers,A divorced professor shares a night of passion with a troubled student who quickly develops an unhealthy – perhaps deadly – infatuation.
Movie,White Chamber,2018,89 min,Thrillers,"When a civil war ravages the UK, a scientist awakens in a futuristic cell and is tortured by her captor for information she claims she doesn't possess."
